Group,Fandom,Stage Name,Korean Stage Name,Full Name,Date of Birth,Former Group,Instagram
QWER,,Magenta,마젠타,Lee Ah-hee ,1997-06-02,,@magenta_6262
QWER,,Hina,히나,Jang Na-young,2001-01-30,,@i_am_young22 / @joinnutyellow
QWER,,Siyeon,시연,Lee Si-yeon,2000-05-16,,@siyo.co.kr
Rainbow,,Hyunyoung,현영,Cho Hyunyoung,1991-08-11,,
Rainbow,,Jaekyung,재경,Kim Jaekyung,1988-12-24,,
Rainbow,,Jisook,지숙,Kim Jisook,1990-07-18,,
Rainbow,,Noeul,노을,No Eul,1989-05-10,,
Rainbow,,Seungah,승아,Oh Seungah,1988-09-13,,
Rainbow,,Woori,우리,Go Woori,1988-02-22,,
Rainbow,,Yoonhye,윤혜,Jung Yoonhye,1990-04-14,,
Red Velvet,,Irene,아이린,Bae Juhyun,1991-03-29,,
Red Velvet,,Joy,조이,Park Sooyoung,1996-09-03,,
Red Velvet,,Seulgi,슬기,Kang Seulgi,1994-02-10,,
Red Velvet,,Wendy,웬디,Son Seunghwan,1994-02-21,,
Red Velvet,,Yeri,예리,Kim Yerim,1999-03-05,,
RedSquare,,Bomin,보민,Kim Bomin,2001-09-24,Good Day,
RedSquare,,Lina,리나,Oh Hyesoo,1997-05-23,,
RESCENE,,Liv,리브,Jin Kyungeun,2006-10-11,,
RESCENE,,May,메이,Lee Yebin,2008-08-19,,
RESCENE,,Minami,미나미,Ito Minami,2006-11-29,,
RESCENE,,Woni,원이,Jeong Woni,2004-05-25,,
RIIZE,,Anton,앤톤,Anton Chanyoung Lee,2004-03-21,,
RIIZE,,Eunseok,은석,Song Eunseok,2001-03-19,,
RIIZE,,Seunghan,승한,Hong Seunghan,2003-10-02,,
RIIZE,,Shotaro,쇼타로,Osaki Shotaro,2000-11-25,NCT,
RIIZE,,Sohee,소희,Lee Sohee,2003-11-21,,
RIIZE,,Sungchan,성찬,Jung Sungchan,2001-09-13,NCT,
RIIZE,,Wonbin,원빈,Park Wonbin,2002-03-02,,
Rocket Punch,,Dahyun,다현,Jeong Dahyun,2005-04-29,,
Rocket Punch,,Juri,쥬리,Takahashi Juri,1997-10-03,,
Rocket Punch,,Suyun,수윤,Kim Suyun,2001-03-17,,
Rocket Punch,,Yeonhee,연희,Kim Yeonhee,2000-12-06,,
Rocket Punch,,Yunkyung,윤경,Seo Yunkyung,2001-11-01,,
Rockit Girl,,Della,델라,Park Sehyun,1995-09-03,,
Rockit Girl,,Han Leeseul,한이슬,Han Jiyoon,2000-02-12,,
Romeo,,Hyunkyung,현경,Kim Hyunjong,1998-09-05,,
Romeo,,Kangmin,강민,Noh Kangmin,1999-09-05,,
Romeo,,Kyle,카일,Ma Jaekyung,1997-01-15,,
Romeo,,Milo,마일로,Kim Minhak,1996-08-20,,
Romeo,,Minsung,민성,Kim Minhwi,1996-12-24,,
Romeo,,Seunghwan,승환,Lee Seunghwan,1994-12-10,,
Romeo,,Yunsung,윤성,Hwang Yunsung,1996-03-19,,
S#aFLA,,Jisun,지선,Hwang Jisun,1989-10-17,"Girl's Day, New F.O",
S#aFLA,,Seulgi,슬기,Jeong Seulgi,1990-05-12,,
S#aFLA,,Suhyeon,수현,Kim Seunghyun,1988-04-19,1PS,
S#aFLA,,Yujin,유진,Jeong Yujin,1989-10-23,D-Unit,
Saturday,,Ayeon,아연,Son Minji,2002-09-29,,
Saturday,,Haneul,하늘,Choi Haneul,2000-11-28,,
Saturday,,Minseo,민서,Park Minseo,2003-03-21,,
Saturday,,Yuki,유키,Lim Jiyeon,2002-01-30,,
SECRET,,Hana,하나,Jung Hana,1990-02-02,,
SECRET,,Hyosung,효성,Jun Hyoseong,1989-10-13,,secrettimehs
SECRET,,Jieun,지은,Song Jieun,1990-05-05,,secret_jieunssong
SECRET NUMBER,,Dita,디타,Dita Karang,1996-12-25,,
SECRET NUMBER,,Jinny,지니,Park Jinhee,1998-01-19,,
SECRET NUMBER,,Lea,레아,Ogawa Mizuki,1995-08-12,Skarf,
SECRET NUMBER,,Minji,민지,Park Minji,1999-03-31,,
SECRET NUMBER,,Soodam,수담,Lee Soodam,1999-11-09,,
SECRET NUMBER,,Zuu,주,Ji Yeongju,2000-03-24,,
Seventeen,,Dino,디노,Lee Chan,1999-02-11,,
Seventeen,,DK,도겸,Lee Seongmin,1997-02-18,,
Seventeen,,Hoshi,호시,Kwon Soonyoung,1996-06-15,,
Seventeen,,Jeonghan,정한,Yoon Jeonghan,1995-10-04,,
Seventeen,,Joshua,조슈아,Hong Jisoo,1995-12-30,,
Seventeen,,Jun,준,Weng Junhui,1996-06-10,,
Seventeen,,Mingyu,민규,Kim Mingyu,1997-04-06,,
Seventeen,,S.Coups,에스.쿱스,Choi Seungcheol,1995-08-08,,
Seventeen,,Seungkwan,승관,Boo Seungkwan,1998-01-16,,
Seventeen,,The8,디에잇,Xu Minghao,1997-11-07,,
Seventeen,,Vernon,버논,Choi Hansol,1998-02-18,,
Seventeen,,Wonwoo,원우,Jeon Wonwoo,1996-07-17,,
Seventeen,,Woozi,우지,Lee Jihoon,1996-11-22,,
SF9,,Chani,찬희,Kang Chanhee,2000-01-17,,
SF9,,Dawon,다원,Lee Sanghyuk,1995-07-24,,
SF9,,Hwiyoung,휘영,Kim Youngkyun,1999-05-11,,
SF9,,Inseong,인성,Kim Inseong,1993-07-12,,
SF9,,Jaeyoon,재윤,Lee Jaeyoon,1994-08-09,,
SF9,,Taeyang,태양,Yoo Taeyang,1997-02-28,SF9,
SF9,,Youngbin,영빈,Kim Youngbin,1993-11-23,,
SF9,,Zuho,주호,Bae Juho,1996-07-04,,
SHINee,,Minho,민호,Choi Minho,1991-12-09,,
SHINee,,Onew,온유,Lee Jinki,1989-12-14,,
SHINee,,Taemin,태민,Lee Taemin,1993-07-18,,
Shinhwa,,Andy,앤디,Lee Sunho,1981-01-21,,
Shinhwa,,Dongwan,동완,Kim Dongwan,1979-11-21,,
Shinhwa,,Eric,에릭,Moon Junghyuk,1979-02-16,,
Shinhwa,,Jun Jin,전진,Park Choongjae,1980-08-19,,
Shinhwa,,Minwoo,민우,Lee Minwoo,1979-07-28,,
Shinhwa,,Shin Hyesung,신혜성,Jung Pilkyo,1979-11-27,,
SIGNAL,,Bokeun,복은,Kim Bokeun,1994-10-12,,
SIGNAL,,Gihwan,기환,Kim Gihwan,1993-11-24,,
SIGNAL,,Kyuhwan,규환,Lee Kyuhwan,1994-09-18,E7,
SIGNAL,,Youngho,영호,Noh Youngho,1993-03-24,,
SISTAR,,Bora,보라,Yoon Bora,1989-12-30,,borabora_sugar
SISTAR,,Dasom,다솜,Kim Dasom,1993-05-06,,som0506
SISTAR,,Hyorin,효린,Kim Hyojung,1990-12-11,,xhyolynx
SISTAR,,Soyou,소유,Kang Jihyun,1992-02-12,,soooo_you
SNSD,,Hyoyeon,효연,Kim Hyoyeon,1989-09-22,,watasiwahyo
SNSD,,Seohyun,서현,Seo Joohyun,1991-06-28,,seojuhyun_s
SNSD,,Sooyoung,수영,Choi Sooyoung,1990-02-10,,hotsootuff
SNSD,,Sunny,써니,Lee Sunkyu,1989-05-15,,svnnynight
SNSD,,Taeyeon,태연,Kim Taeyeon,1989-03-09,,taeyeon_ss
SNSD,,Tiffany,티파니,Hwang Miyoung,1989-08-01,,xolovestephi
SNSD,,Yoona,윤아,Im Yoona,1990-05-30,,yoona__lim
SNSD,,Yuri,유리,Kwon Yuri,1989-12-05,,yulyulk
SNUPER,,Sangho,상호,Jo Sangho,1995-02-10,,
SNUPER,,Sangil,상일,Shim Sangil,1993-05-01,,
SNUPER,,Sebin,세빈,Jang Sebin,1996-04-24,,
SNUPER,,Suhyun,수현,Choi Hyunggeun,1992-10-01,,
SNUPER,,Taewoong,태웅,Yoo Taewoong,1994-05-24,,
SNUPER,,Woosung,우성,Choi Sunghyuk,1994-09-24,,
Sonamoo,,D.ana,디애나,Cho Eunae,1995-09-10,,
Sonamoo,,Euijin,의진,Hong Euijin,1996-10-08,,
Sonamoo,,High.D,하이디,Kim Dohee,1996-12-21,,
Sonamoo,,Minjae,민재,Seong Minjae,1994-12-18,,
Sonamoo,,Nahyun,나현,Kim Nahyun,1995-12-09,,
Sonamoo,,New Sun,뉴썬,Choi Yoonsun,1997-06-19,,
Sonamoo,,Sumin,수민,Ji Sumin,1994-03-03,,
Spectrum,,Dongkyu,동규,Moon Dongkyu,1992-11-16,,
Spectrum,,Hwarang,종찬,Park Jonghan,1995-12-05,,
Spectrum,,Minjae,민재,Jo Minjae,1994-08-08,,
SPICA,,Narae,나래,Park Narae,1988-02-23,SPICA,
SPICA,,Sihyun,시현,Park Sihyun,1986-11-29,SPICA,
STAYC,,Seeun,세은,Yoon Seeun,2003-06-14,,
STAYC,,Sieun,시은,Park Sieun,2001-08-01,,
STAYC,,Sumin,수민,Bae Sumin,2001-03-13,,
STAYC,,Yoon,윤,Shim Jayoon,2004-04-14,,
Stellar,,Gayoung,가영,Kim Gayoung,1991-12-02,,
Stellar,,Hyeoeun,효은,Lee Hyoeun,1993-03-16,,
Stellar,,Jeonyul,전율,Jeon Yuri,1994-03-20,,
Stellar,,Minhee,민희,Joo Minhee,1993-01-03,,
Stray Kids,,Bang Chan,방찬,Bang Chan,1997-10-03,,
Stray Kids,,Changbin,창빈,Seo Changbin,1999-08-11,,
Stray Kids,,Felix,필릭스,Lee Youngbok,2000-09-15,,
Stray Kids,,Han,한,Han Jisung,2000-09-14,,
Stray Kids,,Hyunjin,현진,Hwang Hyunjin,2000-03-20,,
Stray Kids,,I.N,아이엔,Yang Jeongin,2001-02-08,,
Stray Kids,,Lee Know,리노,Lee Minho,1998-10-25,,
Stray Kids,,Seungmin,승민,Kim Seungmin,2000-09-22,,
Super Junior,,Donghae,동해,Lee Donghae,1986-10-15,,
Super Junior,,Eunhyuk,은혁,Lee Hyukjae,1986-04-04,,
Super Junior,,Heechul,희철,Kim Heechul,1983-07-10,,
Super Junior,,Kyuhyun,규현,Cho Kyuhyun,1988-02-03,,
Super Junior,,Leeteuk,이특,Park Jeongsu,1983-07-01,,
Super Junior,,Ryeowook,려욱,Kim Ryeowook,1987-06-21,,
Super Junior,,Shindong,신동,Shin Donghee,1985-09-28,,
Super Junior,,Siwon,시원,Choi Siwon,1986-04-07,,
Super Junior,,Sungmin,성민,Lee Sungmin,1986-01-01,,
Super Junior,,Yesung,예성,Kim Jongwoon,1984-08-24,,
Super Junior-M,,Henry,헨리,Henry Lau,1989-10-11,,
Super Junior-M,,Zhou Mi,조미,Zhou Mi,1986-04-19,,
T-ara,,Eunjung,은정,Ham Eunjung,1988-12-12,,sweetgirl_eunjung
T-ara,,Hyomin,효민,Park Sunyoung,1989-05-30,,hyominnn
T-ara,,Jiyeon,지연,Park Jiyeon,1993-06-07,,jiyeon2__
T-ara,,Qri,큐리,Lee Jihyun,1986-12-12,,qtfreet
T1419,,Gunwoo,건우,Kim Gunwoo,2002-05-28,,
T1419,,Kairi,카이리,Imai Kairi,2003-02-24,,
T1419,,Kevin,케빈,Baek Seungbin,2001-04-08,,
T1419,,Kio,키오,Udo Musashi,2004-11-28,,
T1419,,Leo,레오,Hayase Leo,2002-10-08,,
T1419,,Noah,노아,Song Yubin,2000-08-02,,
T1419,,On,온,Choi Juhwan,2002-10-16,,
T1419,,Sian,시안,Choi Changmin,2001-02-01,,
T1419,,Zero,제로,Nasukawa Shota,2003-01-20,,
Tahiti,,Ari,아리,Kim Sunyoung,1994-10-23,,
Tahiti,,Jerrry,제리,Ahn Sohyun,1992-08-27,,
Tahiti,,Jisoo,지수,Shin Jisoo,1994-02-28,,
Tahiti,,Minjae,민재,Shin Minjae,1991-08-13,,
Tahiti,,Miso,미소,Park Miso,1991-04-04,,
Teen Top,,C.A.P,캡,Bang Minsoo,1992-11-04,,
Teen Top,,Changjo,창조,Choi Jonghyun,1995-11-16,,
Teen Top,,Chunji,천지,Lee Chanhee,1993-10-05,,
Teen Top,,Niel,니엘,Ahn Daniel,1994-08-16,,
Teen Top,,Ricky,리키,Yoo Changhyun,1995-02-27,,
TEMPEST,,Eunchan,은찬,Choi Byeongseop,2001-02-27,,
TEMPEST,,Hanbin,한빈,Ngo Ngoc Hung,1998-01-19,,
TEMPEST,,Hwarang,화랑,Son Jaewon,2001-04-23,,
TEMPEST,,Hyuk,혁,Koo Bonhyuk,2000-04-17,,
TEMPEST,,Hyungseop,형섭,Ahn Hyungseop,1999-08-09,,
TEMPEST,,Lew,루,Lee Euiwoong,2001-04-05,,
TEMPEST,,Taerae,태래,Kim Taerae,2002-09-05,,
The Boyz,,Eric,에릭,Son Youngjae,2000-12-22,,
The Boyz,,Hyunjae,현재,Lee Jaehyun,1997-09-13,,
The Boyz,,Jacob,제이콥,Bae Joonyoung,1997-05-30,,
The Boyz,,Juhaknyeon,주학년,Ju Haknyeon,1999-03-09,,
The Boyz,,Juyeon,주연,Lee Juyeon,1998-01-16,,
The Boyz,,Kevin,케빈,Moon Hyungseo,1998-02-23,,
The Boyz,,New,뉴,Choi Chanhee,1998-04-26,,
The Boyz,,Q,큐,Ji Changmin,1998-11-05,,
The Boyz,,Sangyeon,상연,Lee Sangyeon,1996-11-04,,
The Boyz,,Sunwoo,선우,Kim Sunwoo,2000-04-12,,
The Boyz,,Younghoon,영훈,Kim Younghoon,1997-08-08,,
The Wind,,Chanwon,찬원,An Chanwon,2008-03-21,,
The Wind,,Hanbin,한빈,Choi Hanbin,2007-07-25,,
The Wind,,Hayuchan,하유찬,Park Hayuchan,2007-08-21,,
The Wind,,Heesoo,희수,Kim Heesoo,2004-05-12,,
The Wind,,Hyounjoon,현준,Jang Hyounjoon,2008-10-25,,
The Wind,,Thanatorn,타나톤,Thanathorn Rueangsuwan,2005-04-05,,
TheEastLight,,Eunsung,은성,Lee Eunsung,2000-09-07,,
TheEastLight,,Junwook,준욱,Kim Junwook,2002-01-10,,
TheEastLight,,Sakang,사강,Jeon Sakang,2002-10-26,,
TheEastLight,,Seokcheol,석철,Lee Seokchul,2000-01-11,,d.dj_dinosaur.lee.s.c
TheEastLight,,Woojin,우진,Lee Woojin,2003-04-03,,the_greatest_woojin
Tiny-G,,Dohee,도희,Min Dohee,1994-09-25,,
Tiny-G,,J.Min,제이민,Shin Minjung,1994-11-20,,
Tiny-G,,Mint,민트,Kunpat Phonpawiworakun,1994-06-23,,
Tiny-G,,Myungji,명지,Kim Myungji,1997-10-09,,
TNX,,Hwi,휘,Eun Hwi,2004-11-11,,
TNX,,Hyunsoo,현수,Jang Hyunsoo,2003-09-16,,
TNX,,Junhyeok,준혁,Cheon Junhyeok,2004-09-20,,
TNX,,Kyungjun,경준,Woo Kyungjun,2002-08-30,,
TNX,,Sungjun,성준,Oh Sungjun,2005-08-30,,
TNX,,Taehun,태훈,Choi Taehun,2002-11-19,,
TOO,,Chan,찬,Jo Chanhyuk,1999-12-08,,
TOO,,Chihoon,치훈,Choi Chihoon,1999-04-27,,
TOO,,Donggeon,동건,Song Donggeon,1999-07-15,,
TOO,,J.YOU,제유,Kim Jaeyu,2000-11-02,,
TOO,,Jaeyun,이재윤,Lee Jaeyun,2000-08-16,,
TOO,,Jisu,지수,Choi Jisu,2000-01-19,,
TOO,,Kyungho,경호,Jang Kyungho,2001-05-07,,
TOO,,Minsu,민수,Kim Minsu,2000-03-20,,
TOO,,Woonggi,웅기,Cha Woonggi,2002-04-23,,
Topp Dogg,,B-Joo,비주,Kim Byungjoo,1994-01-08,,
Topp Dogg,,Hojoon,호준,Jeon Hojoon,1992-10-31,,
Topp Dogg,,Sangdo,상도,Yoo Sangdo,1993-03-02,,
Topp Dogg,,Xero,제로,Shin Jiho,1994-02-03,,
Topp Dogg,,Yano,야노,Seo Sangwon,1995-09-27,,
TRACER,,Alice,앨리스,Cheon Jaeyoung,2002-02-20,,
TRACER,,Genie,지니,Cho Heejin,2002-03-19,,
TRACER,,Sowon,소원,Nam Soeun,2004-12-13,,
TRACER,,Yubeen,유빈,Jin Yubeen,2006-09-05,,
TRCNG,,Hakmin,학민,Lee Hakmin,2000-09-20,,
TRCNG,,Hayoung,하영,Choi Hayoung,2000-08-22,,
TRCNG,,Hohyeon,호현,Lee Hohyeon,2001-10-14,,
TRCNG,,Jisung,지성,Kim Jisung,2000-12-21,,
TRCNG,,Taeseon,태선,Yang Taeseon,2000-09-17,,
TRCNG,,Wooyeop,우엽,Jo Wooyeop,2000-09-27,,
Treasure,,Asahi,아사히,Hanada Asahi,2001-08-20,,
Treasure,,Doyoung,도영,Kim Doyoung,2003-12-04,,
Treasure,,Haruto,하루토,Watanabe Haruto,2004-04-05,,
Treasure,,Hyunsuk,현석,Choi Hyunsuk,1999-04-21,,
Treasure,,Jaehyuk,재혁,Yoon Jaehyuk,2001-07-23,,
Treasure,,Jeongwoo,정우,Park Jeongwoo,2004-09-28,,
Treasure,,Junghwan,정환,So Junghwan,2005-02-18,,
Treasure,,Junkyu,준규,Kim Junkyu,2000-09-09,,
Treasure,,Mashiho,마시호,Takata Mashiho,2001-03-25,,
Treasure,,Yedam,예담,Bang Yedam,2002-05-07,,
Treasure,,Yoshi,요시,Kanemoto Yoshinori,2000-05-15,,
TRENDZ,,Eunil,은일,Kim Eunil,2003-11-21,,
TRENDZ,,Hankook,한국,Cho Hankook,2002-04-03,,
TRENDZ,,Havit,하빛,Lee Havit,1999-06-07,,
TRENDZ,,ra.L,라엘,Yi Taehyun,2003-09-29,,
TRENDZ,,Yechan,예찬,Jeong Yechan,2005-10-27,,
TRI.BE,,Hyunbin,현빈‬,Kim Hyunbin,2004-05-26,,
TRI.BE,,Jia,지아,Guo Jiajia,2005-07-30,,
TRI.BE,,Jinha,진하,Kim Jinha,2003-11-21,,
TRI.BE,,Kelly,켈리,Lin Kelly,2002-01-16,,
TRI.BE,,Mire,미레,Su Mire,2006-03-26,,
TRI.BE,,Soeun,소은,Bang Soeun,2005-12-10,,
TRI.BE,,SongSun,송선,Kim Songsun,1997-03-22,,
tripleS,,Chaeyeon,채연,Kim Chaeyeon,2004-12-04,Busters,
tripleS,,Dahyun,다현,Seo Dahyun,2003-01-08,,
tripleS,,Hayeon,하연,Jeong Hayeon,2007-08-01,,
tripleS,,Hyerin,혜린,Jeong Hyerin,2007-04-12,,
tripleS,,Jiwoo,지우,Lee Jiwoo,2005-10-24,,
tripleS,,Joobin,주빈,Joo Bin,2009-01-16,,
tripleS,,Kaede,카에데,Yamada Kaede,2005-12-20,,
tripleS,,Kotone,코토네,Kamimoto Kotone,2004-03-10,,
tripleS,,Lynn,린,Kawakami Rin,2006-04-12,,
tripleS,,Mayu,마유,Kouma Mayu,2001-05-12,,
tripleS,,Nakyung,나경,Kim Nakyung,2002-10-13,,
tripleS,,Nien,니엔,Hsu Nien Tsu,2003-06-02,,
tripleS,,Seoyeon,서연,Yoon Seoyeon,2003-08-06,,
tripleS,,Shion,시온,Park Shion,2006-04-03,,
tripleS,,Sohyun,소현,Park Sohyun,2002-10-13,,
tripleS,,Soomin,수민,Kim Soomin,2007-10-03,,
tripleS,,Xinyu,신위,Zhou Xinyu,2001-05-25,,
tripleS,,Yeonji,연지,Kwak Yeonji,2008-01-08,,
tripleS,,Yooyeon,유연,Kim Yooyeon,2001-02-09,,
tripleS,,Yubin,유빈,Gong Yubin,2005-02-03,,
TVXQ,,Max Changmin,최강창민,Shim Changmin,1988-02-18,,
TVXQ,,U-Know Yunho,유노윤호,Jung Yunho,1986-02-06,,
Twice,,Chaeyoung,채영,Son Chaeyoung,1999-04-23,,
Twice,,Dahyun,다현,Kim Dahyun,1998-05-28,,
Twice,,Jeongyeon,정연,Yoo Jeongyeon,1996-11-01,,
Twice,,Jihyo,지효,Park Jisoo,1997-02-01,,
Twice,,Mina,미나,Myoui Mina,1997-03-24,,
Twice,,Momo,모모,Hirai Momo,1996-11-09,,
Twice,,Nayeon,나연,Im Nayeon,1995-09-22,,
Twice,,Sana,사나,Minatozaki Sana,1996-12-29,,
Twice,,Tzuyu,쯔위,Chou Tzuyu,1999-06-14,,
Two X,,Eun,은,Choi Eunmi,1990-05-14,,
Two X,,Eunyoung,은영,Joo Eunyoung,1992-06-12,,
Two X,,Jiyou,지유,Im Changsook,1989-06-15,,
Two X,,Surin,수린,Kim Surin,1991-12-27,,
TWS,,Dohoon,도훈,Kim Dohoon,2005-01-30,,
TWS,,Hanjin,한진,Han Zhen,2006-01-05,,
TWS,,Jihoon,지훈,Han Jihoon,2006-03-28,,
TWS,,Kyungmin,경민,Lee Kyungmin,2007-10-02,,
TWS,,Shinyu,신유,Shin Junghwan,2003-11-07,,
TXT,,Beomgyu,범규,Choi Beomgyu,2001-03-13,,
TXT,,Hueningkai,휴닝카이,Kai Kamal Huening,2002-08-14,,
TXT,,Soobin,수빈,Choi Soobin,2000-12-05,,
TXT,,Taehyun,태현,Kang Taehyun,2002-02-05,,
TXT,,Yeonjun,연준,Choi Yeonjun,1999-09-13,,
U-KISS,,Eli,일라이,Ellison Kim,1991-03-13,,
U-KISS,,Hoon,훈,Yeo Hoonmin,1991-08-16,,
U-KISS,,Jun,준,Lee Junyoung,1997-01-22,,
U-KISS,,Kevin,케빈,Christopher Woo,1991-11-25,,
U-KISS,,Kiseop,기섭,Lee Kiseop,1991-01-17,,
U-KISS,,Soohyun,수현,Shin Soohyun,1989-03-11,,
UNI.T,,Hyunjoo,현주,Lee Hyunjoo,1998-02-05,APRIL,
UNI.T,,Jiwon,지원,Yang Jiwon,1988-04-05,SPICA,
UNI.T,,NC.A,앤씨아,Im Soeun,1996-10-07,,
UNI.T,,Suji,수지,Lee Suji,1998-03-20,The Ark,
UNI.T,,Yoonjo,윤조,Shin Yoonjo,1992-12-14,Hello Venus,
UNIQ,,Seungyoon,승연,Cho Seungyoon,1996-08-05,X1,
UNIQ,,Sungjoo,성주,Kim Sungjoo,1994-02-16,,
UNIQ,,Wenhan,원한,Li Wenhan,1994-07-22,,
UNIQ,,Yibo,이보,Wang Yibo,1997-08-05,,
UNIQ,,Yixuan,이쉔,Zhou Yixuan,1990-12-11,,
UNIS,,Elisia,엘리시아,Elisia Lyrisse Parmisano,2009-04-18,,
UNIS,,Gehlee,젤리,Gehlee Dangca,2007-08-19,,
UNIS,,Kotoko,코토코,Fujiyosi Kotoko,2007-10-28,,
UNIS,,Nana,나나,Ezumi Nana,2007-06-06,,
UNIS,,Seowon,서원,Lim Seowon,2011-01-27,,
UNIS,,Yoona,윤아,Oh Yoona,2009-10-07,,
UNIS,,Yunha,윤하,Bang Yunha,2009-02-28,,
UNVS,,Changgyu,창규,Song Changgyu,1993-07-06,,
UNVS,,Jun H.,준현,Im Joonhyun,1991-08-28,,
UNVS,,YY,와이와이,Kim Moonyong,1991-08-30,,
UP10TION,,Bitto,비토,Lee Changhyun,1996-08-24,,
UP10TION,,Gyujin,규진,Han Gyujin,1997-11-21,,
UP10TION,,Hwanhee,환희,Lee Hwanhee,1998-05-06,,
UP10TION,,Kongyeol,고결,Go Minsoo,1996-05-19,,
UP10TION,,Kuhn,쿤,Noh Sooil,1995-11-11,,
UP10TION,,Sunyoul,선율,Seon Yein,1996-11-06,,
UP10TION,,Xiao,샤오,Lee Dongyeol,1998-12-13,,
VANNER,,Ahxian,아시안,Park Sungkook,1996-03-27,,
VANNER,,Gon,곤,Lee Wonseo,1995-08-07,,
VANNER,,Hyesung,혜성,Park Hyeseong,1996-01-17,,
VANNER,,Taehwan,이태환,Lee Taehwan,1994-01-15,,
VANNER,,Yeonggwang,영광,Ahn Youngjun,1997-09-22,,
VARSITY,,Anthony,엔써니,Anthony Lo,1998-03-12,,
VARSITY,,Bullet,블릿,Jin Junwoo,1995-12-02,,
VARSITY,,Damon,데이먼,Hu Boohan,1996-07-02,,
VARSITY,,Dawon,다원,Cho Dawon,2000-05-12,,
VARSITY,,Jaebin,재빈,Deung Bin,1997-02-13,,
VARSITY,,Kid,키드,Kim Junhoe,1995-10-26,,
VARSITY,,Manny,만니,Syo Dongchun,2001-11-17,,
VARSITY,,Riho,리호,Jin Seungwook,1998-03-01,,
VARSITY,,Xin,씬,Wang Xinwi,1996-11-10,,
VARSITY,,Xiweol,시월,Kang Minseok,1996-10-21,,
VAV,,Ayno,에이노,Noh Yoonho,1996-05-01,,
VAV,,Jacob,제이콥,Zhang Peng,1996-09-07,,
VAV,,Lou,로우,Kim Hosung,1996-12-21,,
VAV,,St. Van,세인트 반,Lee Geumhyuk,1991-12-22,,
VAV,,Ziu,지우,Park Heejun,1997-06-16,,
Verivery,,Dongheon,동헌,Lee Dongheon,1995-08-04,,
Verivery,,Gyehyeon,계현,Jo Gyehyeon,1999-05-14,,
Verivery,,Hoyoung,호영,Bae Hoyoung,1998-08-10,,
Verivery,,Kangmin,강민,Yoo Kangmin,2003-01-25,,
Verivery,,Minchan,민찬,Hong Minchan,1998-09-16,,
Verivery,,Yeonho,연호,Ju Yeonho,2000-05-31,,
Verivery,,Yongseung,용승,Kim Yongseung,2000-06-17,,
VICTON,,Byungchan,병찬,Choi Byungchan,1997-11-12,,
VICTON,,Hanse,한세,Do Hanse,1997-09-25,,
VICTON,,Sejun,세준,Lim Sejun,1996-05-04,,
VICTON,,Seungsik,승식,Kang Seungsik,1995-04-16,,
VICTON,,Seungwoo,승우,Han Seungwoo,1994-12-24,X1,
VICTON,,Subin,수빈,Jung Subin,1999-04-05,,
VIVIZ,,Eunha,은하,Jung Eunbi,1997-05-30,Gfriend,
VIVIZ,,SinB,신비,Hwang Eunbi,1998-06-03,Gfriend,
VIVIZ,,Umji,엄지,Kim Yewon,1998-08-19,Gfriend,
VIXX,,Hongbin,홍빈,Lee Hongbin,1993-09-29,,
VIXX,,Hyuk,혁,Han Sanghyuk,1995-07-05,,
VIXX,,Ken,켄,Lee Jaehwan,1992-04-06,,
VIXX,,Leo,레오,Jung Taekwon,1990-11-10,,
VIXX,,N,엔,Cha Hakyeon,1990-06-30,,
VIXX,,Ravi,라비,Kim Wonsik,1993-02-15,,
Wanna One,,Daniel,다니엘,Kang Daniel,1996-12-10,,
Wanna One,,Jaehwan,재환,Kim Jaehwan,1996-05-27,,
Wanna One,,Jihoon,지훈,Park Jihoon,1999-05-29,,
Wanna One,,Jisung,지성,Yoon Jisung,1991-03-08,,
Wanna One,,Lai Kuanlin,라이관린,Lai Kuanlin,2001-09-23,,
Wanna One,,Seongwu,성우,Ong Seunwu,1995-08-25,,
Wanna One,,Sungwoon,성운,Ha Sungwoon,1994-03-22,,
Wassup,,Jiae,지애,Kim Jiae,1995-10-31,,
Wassup,,Nari,나리,Kim Nari,1992-10-05,,
Wassup,,Sujin,수진,Bang Sujin,1996-06-26,,
Wassup,,Woojoo,우주,Kim Woojoo,1996-08-12,,
We In The Zone,,Eson,이슨,Kim Jungmin,1996-12-28,,
We In The Zone,,Jooan,주안,Im Jimyoung,1996-10-04,,
We In The Zone,,Kyeongheon,경헌,Yoon Kyeongheon,1998-01-06,,
We In The Zone,,Min,민,Lee Mincheon,1997-10-16,,
We In The Zone,,Shihyun,시현,Kim Shihyun,1998-05-06,,
WE:A,,Jeongkyun,정균,Jeong Jeongkyun,1987-11-27,"N-Train, Bigflo",
WE:A,,Kichun,기천,Hwang Kichun,1992-03-14,Bigflo,
WE:A,,Ron,론,Cheon Byeonghwa,1991-01-22,Bigflo,
WE:A,,Z-UK,지욱,Jeong Jaewook,1993-01-27,Bigflo,
We;Na,,Doa,도아,Im Youngseo,2001-10-29,,
We;Na,,Wony,워니,Ahn Seungwon,2004-10-04,,
We;Na,,Yeonseo,연서,Ryu Yeonseo,2004-09-26,,
Weeekly,,Jaehee,재희,Lee Jaehee,2004-03-18,,
Weeekly,,Jihan,지한,Han Jihyo,2004-07-12,,
Weeekly,,Soeun,소은,Park Soeun,2002-10-26,,
